Pricing Date,PHLX Semiconductor Sector Index (^SOX) - Index Value
Nov-22-2004,432.88
Nov-23-2004,429.71
Nov-24-2004,433.65
Nov-26-2004,430.98
Nov-29-2004,429.89
Nov-30-2004,423.87
Dec-01-2004,440.09
Dec-02-2004,438.71
Dec-03-2004,445.28
Dec-06-2004,446.88
Dec-07-2004,437.51
Dec-08-2004,431.91
Dec-09-2004,425.46
Dec-10-2004,422.75
Dec-13-2004,425.1
Dec-14-2004,433.02
Dec-15-2004,434.04
Dec-16-2004,427.09
Dec-17-2004,423.75
Dec-20-2004,419.4
Dec-21-2004,424.4
Dec-22-2004,424.05
Dec-23-2004,426.43
Dec-27-2004,423.09
Dec-28-2004,426.75
Dec-29-2004,430.53
Dec-30-2004,431.26
Dec-31-2004,433.31
Jan-03-2005,424.26
Jan-04-2005,410.36
Jan-05-2005,404.25
Jan-06-2005,402.14
Jan-07-2005,407.56
Jan-10-2005,406.25
Jan-11-2005,396.19
Jan-12-2005,401.83
Jan-13-2005,396.17
Jan-14-2005,403.14
Jan-18-2005,406.55
Jan-19-2005,397.89
Jan-20-2005,394.81
Jan-21-2005,389.66
Jan-24-2005,383.04
Jan-25-2005,389.87
Jan-26-2005,400.06
Jan-27-2005,403.67
Jan-28-2005,399.46
Jan-31-2005,403.96
Feb-01-2005,408.46
Feb-02-2005,405.83
Feb-03-2005,400.7
Feb-04-2005,418.16
Feb-07-2005,418.34
Feb-08-2005,427.49
Feb-09-2005,417.92
Feb-10-2005,420.46
Feb-11-2005,435.52
Feb-14-2005,436.22
Feb-15-2005,439.24
Feb-16-2005,435.53
Feb-17-2005,429.78
Feb-18-2005,427.73
Feb-22-2005,425.79
Feb-23-2005,424.02
Feb-24-2005,434.15
Feb-25-2005,443.7
Feb-28-2005,437.23
Mar-01-2005,447.05
Mar-02-2005,440.01
Mar-03-2005,434.42
Mar-04-2005,433.38
Mar-07-2005,441.54
Mar-08-2005,435.44
Mar-09-2005,434.33
Mar-10-2005,440.46
Mar-11-2005,427.88
Mar-14-2005,430.25
Mar-15-2005,421.12
Mar-16-2005,416.92
Mar-17-2005,417.8
Mar-18-2005,414.13
Mar-21-2005,413.41
Mar-22-2005,410.09
Mar-23-2005,414.86
Mar-24-2005,415.88
Mar-28-2005,415.5
Mar-29-2005,410.16
Mar-30-2005,419.66
Mar-31-2005,416.99
Apr-01-2005,411.22
Apr-04-2005,409.42
Apr-05-2005,409.91
Apr-06-2005,410.87
Apr-07-2005,418.97
Apr-08-2005,416.95
Apr-11-2005,413.61
Apr-12-2005,413.14
Apr-13-2005,401.93
Apr-14-2005,395.71
Apr-15-2005,382.64
Apr-18-2005,385.85
Apr-19-2005,392.56
Apr-20-2005,383.97
Apr-21-2005,394.72
Apr-22-2005,389.35
Apr-25-2005,391.44
Apr-26-2005,388.62
Apr-27-2005,387.73
Apr-28-2005,384.34
Apr-29-2005,385.65
May-02-2005,385.27
May-03-2005,385.08
May-04-2005,394.38
May-05-2005,394.32
May-06-2005,396.82
May-09-2005,398.54
May-10-2005,394.43
May-11-2005,395.87
May-12-2005,397.02
May-13-2005,408.23
May-16-2005,411.11
May-17-2005,414.56
May-18-2005,418.89
May-19-2005,420.09
May-20-2005,425.23
May-23-2005,423.86
May-24-2005,430.43
May-25-2005,425.69
May-26-2005,433.6
May-27-2005,430.43
May-31-2005,428.95
Jun-01-2005,432.11
Jun-02-2005,440.07
Jun-03-2005,434.26
Jun-06-2005,432.28
Jun-07-2005,427.52
Jun-08-2005,430.27
Jun-09-2005,438.49
Jun-10-2005,430.75
Jun-13-2005,430.32
Jun-14-2005,425.65
Jun-15-2005,427.23
Jun-16-2005,429.33
Jun-17-2005,430.51
Jun-20-2005,428.3
Jun-21-2005,431.36
Jun-22-2005,433.68
Jun-23-2005,435.25
Jun-24-2005,427
Jun-27-2005,421.37
Jun-28-2005,425.19
Jun-29-2005,421.37
Jun-30-2005,419.07
Jul-01-2005,419.36
Jul-05-2005,425.87
Jul-06-2005,430.33
Jul-07-2005,431.89
Jul-08-2005,442.75
Jul-11-2005,451.6
Jul-12-2005,456.1
Jul-13-2005,458.15
Jul-14-2005,463.93
Jul-15-2005,463.64
Jul-18-2005,460.84
Jul-19-2005,468.75
Jul-20-2005,476.73
Jul-21-2005,468.94
Jul-22-2005,475.19
Jul-25-2005,472.17
Jul-26-2005,477.04
Jul-27-2005,473.89
Jul-28-2005,474.28
Jul-29-2005,474.44
Aug-01-2005,474.37
Aug-02-2005,486.2
Aug-03-2005,484.29
Aug-04-2005,472.54
Aug-05-2005,471.19
Aug-08-2005,465.86
Aug-09-2005,471.51
Aug-10-2005,465.75
Aug-11-2005,469.05
Aug-12-2005,462.83
Aug-15-2005,467.76
Aug-16-2005,458.2
Aug-17-2005,464.15
Aug-18-2005,461.28
Aug-19-2005,462.27
Aug-22-2005,467.72
Aug-23-2005,467.52
Aug-24-2005,463.97
Aug-25-2005,467.05
Aug-26-2005,464.02
Aug-29-2005,470.25
Aug-30-2005,468.63
Aug-31-2005,473.75
Sep-01-2005,468.37
Sep-02-2005,467.42
Sep-06-2005,474.71
Sep-07-2005,473.4
Sep-08-2005,478.81
Sep-09-2005,482.16
Sep-12-2005,481.09
Sep-13-2005,482.2
Sep-14-2005,478.11
Sep-15-2005,473.26
Sep-16-2005,474.77
Sep-19-2005,468.14
Sep-20-2005,466.26
Sep-21-2005,458.16
Sep-22-2005,457.11
Sep-23-2005,460.72
Sep-26-2005,462.83
Sep-27-2005,457.13
Sep-28-2005,459.26
Sep-29-2005,466.36
Sep-30-2005,475.32
Oct-03-2005,478.11
Oct-04-2005,472.92
Oct-05-2005,466.42
Oct-06-2005,458.35
Oct-07-2005,461.11
Oct-10-2005,446.15
Oct-11-2005,438.71
Oct-12-2005,436.97
Oct-13-2005,446.33
Oct-14-2005,442.69
Oct-17-2005,444.72
Oct-18-2005,439.3
Oct-19-2005,439.4
Oct-20-2005,439.81
Oct-21-2005,441.85
Oct-24-2005,446.79
Oct-25-2005,442.14
Oct-26-2005,439.58
Oct-27-2005,427.64
Oct-28-2005,424.87
Oct-31-2005,432.64
Nov-01-2005,428.54
Nov-02-2005,441.22
Nov-03-2005,449.53
Nov-04-2005,451.83
Nov-07-2005,453.28
Nov-08-2005,452.3
Nov-09-2005,458.66
Nov-10-2005,464.53
Nov-11-2005,461.15
Nov-14-2005,463.73
Nov-15-2005,462.27
Nov-16-2005,461.88
Nov-17-2005,466.79
Nov-18-2005,478.46
Nov-21-2005,478.58
Nov-22-2005,482.87
Nov-23-2005,480.48
Nov-25-2005,484.61
Nov-28-2005,478.76
Nov-29-2005,475.78
Nov-30-2005,481.64
Dec-01-2005,501.91
Dec-02-2005,505.59
Dec-05-2005,497.67
Dec-06-2005,502.86
Dec-07-2005,496.9
Dec-08-2005,488.41
Dec-09-2005,497.21
Dec-12-2005,500.2
Dec-13-2005,502.84
Dec-14-2005,500.77
Dec-15-2005,498.38
Dec-16-2005,495.29
Dec-19-2005,483.9
Dec-20-2005,486.38
Dec-21-2005,484.76
Dec-22-2005,490.67
Dec-23-2005,491.82
Dec-27-2005,485.59
Dec-28-2005,486.68
Dec-29-2005,482
Dec-30-2005,479.49
Jan-03-2006,493.13
Jan-04-2006,496.69
Jan-05-2006,508.54
Jan-06-2006,519.57
Jan-09-2006,524.33
Jan-10-2006,527.75
Jan-11-2006,536.44
Jan-12-2006,529.28
Jan-13-2006,526.64
Jan-17-2006,518.44
Jan-18-2006,518.89
Jan-19-2006,534.74
Jan-20-2006,512.57
Jan-23-2006,515.54
Jan-24-2006,520.71
Jan-25-2006,521.53
Jan-26-2006,536.54
Jan-27-2006,550.91
Jan-30-2006,547
Jan-31-2006,539.11
Feb-01-2006,544.68
Feb-02-2006,536.49
Feb-03-2006,528.77
Feb-06-2006,540.14
Feb-07-2006,540.73
Feb-08-2006,548.48
Feb-09-2006,546.83
Feb-10-2006,540.39
Feb-13-2006,532.8
Feb-14-2006,536.46
Feb-15-2006,538.23
Feb-16-2006,545.95
Feb-17-2006,535.41
Feb-21-2006,523.77
Feb-22-2006,530.78
Feb-23-2006,524.48
Feb-24-2006,524.55
Feb-27-2006,527.39
Feb-28-2006,523.19
Mar-01-2006,545.87
Mar-02-2006,546.29
Mar-03-2006,537.78
Mar-06-2006,528.57
Mar-07-2006,513.44
Mar-08-2006,510.62
Mar-09-2006,503.53
Mar-10-2006,502.34
Mar-13-2006,499.93
Mar-14-2006,511.08
Mar-15-2006,512.63
Mar-16-2006,496.06
Mar-17-2006,496.37
Mar-20-2006,498.21
Mar-21-2006,497.22
Mar-22-2006,497.59
Mar-23-2006,499.92
Mar-24-2006,504.84
Mar-27-2006,503.82
Mar-28-2006,493.51
Mar-29-2006,505.63
Mar-30-2006,505.51
Mar-31-2006,499.65
Apr-03-2006,505.18
Apr-04-2006,504.04
Apr-05-2006,517.94
Apr-06-2006,524.61
Apr-07-2006,514.94
Apr-10-2006,510.86
Apr-11-2006,503.34
Apr-12-2006,506.44
Apr-13-2006,507.96
Apr-17-2006,500.44
Apr-18-2006,517.46
Apr-19-2006,526.5
Apr-20-2006,529.3
Apr-21-2006,518.42
Apr-24-2006,514.8
Apr-25-2006,516.22
Apr-26-2006,513.48
Apr-27-2006,520.15
Apr-28-2006,516.91
May-01-2006,512.01
May-02-2006,513.71
May-03-2006,520.06
May-04-2006,526.84
May-05-2006,528.94
May-08-2006,525.37
May-09-2006,520
May-10-2006,507.05
May-11-2006,495.5
May-12-2006,491.62
May-15-2006,486.97
May-16-2006,484.26
May-17-2006,478.68
May-18-2006,474.41
May-19-2006,489.67
May-22-2006,469.16
May-23-2006,461.58
May-24-2006,465.04
May-25-2006,462.99
May-26-2006,466.77
May-30-2006,456.67
May-31-2006,464.74
Jun-01-2006,475.36
Jun-02-2006,474.65
Jun-05-2006,460.42
Jun-06-2006,458.36
Jun-07-2006,447.55
Jun-08-2006,446.76
Jun-09-2006,444.16
Jun-12-2006,435.69
Jun-13-2006,433.39
Jun-14-2006,439.33
Jun-15-2006,457.58
Jun-16-2006,453.53
Jun-19-2006,449.18
Jun-20-2006,446.05
Jun-21-2006,455.37
Jun-22-2006,449.19
Jun-23-2006,445.41
Jun-26-2006,448.31
Jun-27-2006,431.52
Jun-28-2006,429.06
Jun-29-2006,446.17
Jun-30-2006,441.72
Jul-03-2006,446.01
Jul-05-2006,431.9
Jul-06-2006,430.78
Jul-07-2006,424.24
Jul-10-2006,414.89
Jul-11-2006,428.54
Jul-12-2006,416.99
Jul-13-2006,411.03
Jul-14-2006,409.01
Jul-17-2006,406.77
Jul-18-2006,405.24
Jul-19-2006,414.51
Jul-20-2006,404.13
Jul-21-2006,384.88
Jul-24-2006,391.93
Jul-25-2006,396.17
Jul-26-2006,395.81
Jul-27-2006,400.04
Jul-28-2006,412.21
Jul-31-2006,412.76
Aug-01-2006,404.53
Aug-02-2006,408.76
Aug-03-2006,415.03
Aug-04-2006,411.03
Aug-07-2006,408.53
Aug-08-2006,405.72
Aug-09-2006,408.6
Aug-10-2006,414.72
Aug-11-2006,405.39
Aug-14-2006,409.91
Aug-15-2006,425.17
Aug-16-2006,443.6
Aug-17-2006,446.11
Aug-18-2006,445.87
Aug-21-2006,436.75
Aug-22-2006,435.84
Aug-23-2006,431.64
Aug-24-2006,434.61
Aug-25-2006,433.69
Aug-28-2006,438.44
Aug-29-2006,445.71
Aug-30-2006,453.77
Aug-31-2006,449.22
Sep-01-2006,444.52
Sep-05-2006,451.96
Sep-06-2006,437.12
Sep-07-2006,435.56
Sep-08-2006,438.69
Sep-11-2006,449.03
Sep-12-2006,465.95
Sep-13-2006,462.32
Sep-14-2006,463.83
Sep-15-2006,463.65
Sep-18-2006,468.74
Sep-19-2006,458.41
Sep-20-2006,460.2
Sep-21-2006,452.08
Sep-22-2006,449.3
Sep-25-2006,460.57
Sep-26-2006,458.99
Sep-27-2006,455.77
Sep-28-2006,460.12
Sep-29-2006,454.7
Oct-02-2006,453.25
Oct-03-2006,448.28
Oct-04-2006,456.8
Oct-05-2006,455.41
Oct-06-2006,451.32
Oct-09-2006,456.39
Oct-10-2006,454.72
Oct-11-2006,460.57
Oct-12-2006,466.85
Oct-13-2006,471.27
Oct-16-2006,475.46
Oct-17-2006,463.74
Oct-18-2006,450.79
Oct-19-2006,449.09
Oct-20-2006,447.23
Oct-23-2006,449.55
Oct-24-2006,444.45
Oct-25-2006,455.99
Oct-26-2006,461.27
Oct-27-2006,452.31
Oct-30-2006,457.4
Oct-31-2006,458.14
Nov-01-2006,449.29
Nov-02-2006,447.35
Nov-03-2006,449.17
Nov-06-2006,457.09
Nov-07-2006,465.83
Nov-08-2006,465.67
Nov-09-2006,456.72
Nov-10-2006,461.32
Nov-13-2006,468.53
Nov-14-2006,481.77
Nov-15-2006,483.81
Nov-16-2006,485.93
Nov-17-2006,483.25
Nov-20-2006,491.72
Nov-21-2006,486.32
Nov-22-2006,492.33
Nov-24-2006,489.33
Nov-27-2006,477.82
Nov-28-2006,478.46
Nov-29-2006,476.39
Nov-30-2006,479.02
Dec-01-2006,474.09
Dec-04-2006,483.42
Dec-05-2006,487.12
Dec-06-2006,488.83
Dec-07-2006,480.56
Dec-08-2006,477.38
Dec-11-2006,476.18
Dec-12-2006,472.83
Dec-13-2006,467.01
Dec-14-2006,475.71
Dec-15-2006,475.84
Dec-18-2006,476.43
Dec-19-2006,469.7
Dec-20-2006,472.88
Dec-21-2006,466.5
Dec-22-2006,463.67
Dec-26-2006,467.49
Dec-27-2006,469.97
Dec-28-2006,469
Dec-29-2006,467.92
Jan-03-2007,465.06
Jan-04-2007,474.42
Jan-05-2007,469.09
Jan-08-2007,471.94
Jan-09-2007,475.38
Jan-10-2007,483.77
Jan-11-2007,482.36
Jan-12-2007,482.51
Jan-16-2007,476.51
Jan-17-2007,472.63
Jan-18-2007,454.37
Jan-19-2007,456.83
Jan-22-2007,452.23
Jan-23-2007,452.78
Jan-24-2007,458.72
Jan-25-2007,456.13
Jan-26-2007,462.78
Jan-29-2007,460.23
Jan-30-2007,460.53
Jan-31-2007,458.93
Feb-01-2007,462.55
Feb-02-2007,466.49
Feb-05-2007,467.12
Feb-06-2007,464.61
Feb-07-2007,472.01
Feb-08-2007,469.68
Feb-09-2007,463.19
Feb-12-2007,458.65
Feb-13-2007,460.65
Feb-14-2007,470.49
Feb-15-2007,473.91
Feb-16-2007,473.13
Feb-19-2007,474.42
Feb-20-2007,474.42
Feb-21-2007,473.12
Feb-22-2007,486.18
Feb-23-2007,488.5
Feb-26-2007,487.99
Feb-27-2007,473.01
Feb-28-2007,473.55
Mar-01-2007,469.63
Mar-02-2007,461.34
Mar-05-2007,457.9
Mar-06-2007,465.52
Mar-07-2007,463.42
Mar-08-2007,471.75
Mar-09-2007,475.05
Mar-12-2007,479.3
Mar-13-2007,471.33
Mar-14-2007,473.68
Mar-15-2007,474.3
Mar-16-2007,471.99
Mar-19-2007,469.18
Mar-20-2007,473.66
Mar-21-2007,482.45
Mar-22-2007,476.26
Mar-23-2007,479.27
Mar-26-2007,478.77
Mar-27-2007,475.54
Mar-28-2007,469.11
Mar-29-2007,464.71
Mar-30-2007,465.57
Apr-02-2007,465.45
Apr-03-2007,468.6
Apr-04-2007,473.02
Apr-05-2007,475.6
Apr-09-2007,472.77
Apr-10-2007,476.58
Apr-11-2007,471.28
Apr-12-2007,475.88
Apr-13-2007,472.44
Apr-16-2007,474
Apr-17-2007,471.51
Apr-18-2007,483.45
Apr-19-2007,486.44
Apr-20-2007,487.31
Apr-23-2007,484.06
Apr-24-2007,499.02
Apr-25-2007,502.84
Apr-26-2007,506.48
Apr-27-2007,498.67
Apr-30-2007,492.94
May-01-2007,494.13
May-02-2007,498.41
May-03-2007,500.38
May-04-2007,505.61
May-07-2007,503.85
May-08-2007,501.12
May-09-2007,509.61
May-10-2007,498.9
May-11-2007,504.86
May-14-2007,504.13
May-15-2007,498.08
May-16-2007,497.53
May-17-2007,492.3
May-18-2007,491.71
May-21-2007,490.86
May-22-2007,493.02
May-23-2007,486.61
May-24-2007,478.84
May-25-2007,480.63
May-29-2007,483.17
May-30-2007,481.42
May-31-2007,488.26
Jun-01-2007,489.98
Jun-04-2007,490.44
Jun-05-2007,487.24
Jun-06-2007,481.75
Jun-07-2007,473.66
Jun-08-2007,488.36
Jun-11-2007,486.37
Jun-12-2007,481.8
Jun-13-2007,488.74
Jun-14-2007,494.03
Jun-15-2007,502.49
Jun-18-2007,503.17
Jun-19-2007,500.81
Jun-20-2007,497.59
Jun-21-2007,512.5
Jun-22-2007,504.73
Jun-25-2007,497.18
Jun-26-2007,495.89
Jun-27-2007,506.77
Jun-28-2007,502.24
Jun-29-2007,501.16
Jul-02-2007,505.41
Jul-03-2007,505.51
Jul-05-2007,509.36
Jul-06-2007,514.65
Jul-09-2007,520.53
Jul-10-2007,516.55
Jul-11-2007,516
Jul-12-2007,530.96
Jul-13-2007,529.89
Jul-16-2007,530.91
Jul-17-2007,546.59
Jul-18-2007,539.27
Jul-19-2007,543.54
Jul-20-2007,536.87
Jul-23-2007,533.94
Jul-24-2007,523.74
Jul-25-2007,524.26
Jul-26-2007,512.6
Jul-27-2007,502.28
Jul-30-2007,510.88
Jul-31-2007,499.08
Aug-01-2007,500.92
Aug-02-2007,500.13
Aug-03-2007,487.63
Aug-06-2007,495.19
Aug-07-2007,493.54
Aug-08-2007,505.49
Aug-09-2007,502.16
Aug-10-2007,504.28
Aug-13-2007,501.71
Aug-14-2007,490.5
Aug-15-2007,478.24
Aug-16-2007,477.71
Aug-17-2007,487.81
Aug-20-2007,492.14
Aug-21-2007,492.03
Aug-22-2007,496.48
Aug-23-2007,492.8
Aug-24-2007,495.72
Aug-27-2007,487.55
Aug-28-2007,476.08
Aug-29-2007,489.34
Aug-30-2007,490.09
Aug-31-2007,497.44
Sep-04-2007,508.39
Sep-05-2007,502.14
Sep-06-2007,505.61
Sep-07-2007,492.95
Sep-10-2007,495.86
Sep-11-2007,499.93
Sep-12-2007,490.21
Sep-13-2007,488.18
Sep-14-2007,487
Sep-17-2007,484.3
Sep-18-2007,498.06
Sep-19-2007,498.74
Sep-20-2007,499.15
Sep-21-2007,501.13
Sep-24-2007,495.28
Sep-25-2007,497.2
Sep-26-2007,495.66
Sep-27-2007,498.89
Sep-28-2007,500.09
Oct-01-2007,506.02
Oct-02-2007,505.97
Oct-03-2007,495.19
Oct-04-2007,493.99
Oct-05-2007,498.85
Oct-08-2007,501.15
Oct-09-2007,496.68
Oct-10-2007,493.82
Oct-11-2007,482.65
Oct-12-2007,487.43
Oct-15-2007,487.37
Oct-16-2007,486.88
Oct-17-2007,495.89
Oct-18-2007,496.33
Oct-19-2007,475.01
Oct-22-2007,479.82
Oct-23-2007,478.62
Oct-24-2007,461.83
Oct-25-2007,452.51
Oct-26-2007,451.93
Oct-29-2007,458.56
Oct-30-2007,459.33
Oct-31-2007,463.39
Nov-01-2007,455.18
Nov-02-2007,457.93
Nov-05-2007,452.22
Nov-06-2007,455.35
Nov-07-2007,444.16
Nov-08-2007,437.42
Nov-09-2007,436.3
Nov-12-2007,430.32
Nov-13-2007,440.12
Nov-14-2007,431.7
Nov-15-2007,428.34
Nov-16-2007,426.29
Nov-19-2007,417.55
Nov-20-2007,413.02
Nov-21-2007,407.82
Nov-23-2007,413.48
Nov-26-2007,402.35
Nov-27-2007,410.57
Nov-28-2007,420.23
Nov-29-2007,420.11
Nov-30-2007,414.58
Dec-03-2007,414.98
Dec-04-2007,411.64
Dec-05-2007,421.72
Dec-06-2007,428.91
Dec-07-2007,429.07
Dec-10-2007,432.25
Dec-11-2007,423.27
Dec-12-2007,425.67
Dec-13-2007,420.9
Dec-14-2007,414.13
Dec-17-2007,407.6
Dec-18-2007,408.51
Dec-19-2007,409.04
Dec-20-2007,414.57
Dec-21-2007,416.21
Dec-24-2007,418.41
Dec-26-2007,418.49
Dec-27-2007,410.89
Dec-28-2007,409.99
Dec-31-2007,408.04
Jan-02-2008,396.73
Jan-03-2008,391.29
Jan-04-2008,372.85
Jan-07-2008,371.61
Jan-08-2008,361.71
Jan-09-2008,362.94
Jan-10-2008,362.55
Jan-11-2008,353.89
Jan-14-2008,364.65
Jan-15-2008,353.18
Jan-16-2008,355.52
Jan-17-2008,349.85
Jan-18-2008,358.35
Jan-22-2008,347.98
Jan-23-2008,352.26
Jan-24-2008,361.06
Jan-25-2008,354.5
Jan-28-2008,359.74
Jan-29-2008,357.9
Jan-30-2008,358.81
Jan-31-2008,359
Feb-01-2008,379.73
Feb-04-2008,371.48
Feb-05-2008,357.11
Feb-06-2008,346.91
Feb-07-2008,347.55
Feb-08-2008,349.74
Feb-11-2008,355.16
Feb-12-2008,352.82
Feb-13-2008,363.49
Feb-14-2008,353.26
Feb-15-2008,347.56
Feb-19-2008,343.01
Feb-20-2008,352.42
Feb-21-2008,351.43
Feb-22-2008,351.88
Feb-25-2008,356.01
Feb-26-2008,362.86
Feb-27-2008,367.26
Feb-28-2008,357.82
Feb-29-2008,348.05
Mar-03-2008,345.5
Mar-04-2008,348.29
Mar-05-2008,351.83
Mar-06-2008,342.56
Mar-07-2008,344.62
Mar-10-2008,339.73
Mar-11-2008,350.54
Mar-12-2008,345.13
Mar-13-2008,349.12
Mar-14-2008,338.58
Mar-17-2008,337.07
Mar-18-2008,349.96
Mar-19-2008,334.93
Mar-20-2008,339.89
Mar-24-2008,352.5
Mar-25-2008,352.72
Mar-26-2008,347.74
Mar-27-2008,342.74
Mar-28-2008,339.28
Mar-31-2008,343.94
Apr-01-2008,358.46
Apr-02-2008,361.22
Apr-03-2008,370.49
Apr-04-2008,369.07
Apr-07-2008,369.55
Apr-08-2008,359.3
Apr-09-2008,364.84
Apr-10-2008,371.36
Apr-11-2008,358.68
Apr-14-2008,352.56
Apr-15-2008,351.84
Apr-16-2008,371.02
Apr-17-2008,368.28
Apr-18-2008,377.33
Apr-21-2008,383.08
Apr-22-2008,370.58
Apr-23-2008,385.83
Apr-24-2008,391.43
Apr-25-2008,391.17
